name,name-en,category,tel,postalcode,address,lat,long,facility-type
戸越幼稚園,Togoshi Kindergarten,教育・子どもの施設,03-3785-4968,142-0041,東京都品川区戸越1-21-15,35.615122,139.72134,私立幼稚園
帝京にしき幼稚園,Teikyo Nishiki Kindergarten,教育・子どもの施設,03-3781-8522,142-0064,東京都品川区旗の台6-5-30,35.608803,139.70024,私立幼稚園
日本音楽学校幼稚園,Nihon Ongaku-gakko Fuzoku Kindergarten,教育・子どもの施設,03-3786-1711,142-0042,東京都品川区豊町2-16-12,35.610151,139.725,私立幼稚園
ひまわり幼稚園,Himawari Kindergarten,教育・子どもの施設,03-3781-4227,142-0062,東京都品川区小山6-10-11,35.613655,139.69793,私立幼稚園
文教大学付属幼稚園,Bunkyo Univ. Fuzoku Kindergarten,教育・子どもの施設,03-3781-2798,142-0064,東京都品川区旗の台3-2-17,35.605712,139.70647,私立幼稚園
八潮幼稚園,Yashio Kindergarten,教育・子どもの施設,03-3471-2450,140-0002,東京都品川区東品川3-24-8,35.612396,139.74573,私立幼稚園
一本橋保育園,Authorized Child-care Facility Ipponbashi Nursery Sch.,教育・子どもの施設,03-3775-4351,140-0014,東京都品川区大井2-25-1,35.604652,139.72963,区立保育園
伊藤保育園,Ito Nursery Sch.,教育・子どもの施設,03-3771-2211,140-0015,東京都品川区西大井6-13-1,35.600741,139.71756,区立保育園
荏原保育園,Bbara Nursery Sch.,教育・子どもの施設,03-3781-5331,142-0063,東京都品川区荏原2-16-18,35.616736,139.70892,区立保育園
荏原西保育園,Ebara-nishi Nursery Sch.,教育・子どもの施設,03-3783-6361,142-0063,東京都品川区荏原4-16-11,35.61393,139.70611,区立保育園
大井保育園,Oi Nursery Sch.,教育・子どもの施設,03-3761-8798,140-0011,東京都品川区東大井6-14-16,35.600927,139.73521,区立保育園
大井倉田保育園,Oi-kurata Nursery Sch.,教育・子どもの施設,03-3776-8539,140-0014,東京都品川区大井4-11-8,35.602272,139.7341,区立保育園
大崎保育園,Osaki Nursery Sch.,教育・子どもの施設,03-3492-6265,141-0032,東京都品川区大崎5-2-1,35.621949,139.72637,区立保育園
北品川保育園,Kika-shinagawa Nursery Sch.,教育・子どもの施設,03-3471-4907,140-0001,東京都品川区北品川2-7-21,35.618809,139.74394,区立保育園
北品川第二保育園,,教育・子どもの施設,03-5781-3881,140-0001,東京都品川区北品川3-7-43,35.61804,139.73926,区立保育園
源氏前保育園,Genjimae Nursery Sch.,教育・子どもの施設,03-3783-8744,142-0053,東京都品川区中延4-14-19,35.605384,139.7101,区立保育園
五反田保育園,Authorized Child-care Facility Gotanda Nursery Sch.,教育・子どもの施設,03-3445-4534,141-0022,東京都品川区東五反田2-15-6,35.621933,139.72944,区立保育園
小山台保育園,Koyamadai Nursery Sch.,教育・子どもの施設,03-3710-4415,142-0061,東京都品川区小山台1-3-8,35.625046,139.70675,区立保育園
品川保育園,Shinagawa Nursery Sch.,教育・子どもの施設,03-3471-0506,140-0011,東京都品川区東大井5－8－12,35.607638,139.7379,区立保育園
清水台保育園,Shimizudai Nursery Sch.,教育・子どもの施設,03-3784-0519,142-0063,東京都品川区荏原7-8-3,35.611706,139.7015,区立保育園
水神保育園,Suijin Nursery Sch.,教育・子どもの施設,03-3761-0321,140-0013,東京都品川区南大井6-2-15,35.592789,139.73289,区立保育園
滝王子保育園,Takioji Nursery Sch.,教育・子どもの施設,03-3775-4861,140-0014,東京都品川区大井5-18-1,35.598072,139.72771,区立保育園
中原保育園,Nakahara Nursery Sch.,教育・子どもの施設,03-3492-5188,142-0062,東京都品川区小山1-4-1,35.622094,139.7126,区立保育園
中延保育園,Nakanobu Nursery Sch.,教育・子どもの施設,03-3784-3405,142-0054,東京都品川区西中延1-6-16,35.61242,139.7085,区立保育園
西大井保育園,Nishi-oi Nursery Sch.,教育・子どもの施設,03-3774-5315,140-0015,東京都品川区西大井1-1-1,35.600771,139.72158,区立保育園
西五反田保育園,Nishi-gotanda Nursery Sch.,教育・子どもの施設,03-3493-0075,141-0031,東京都品川区西五反田3-9-10,35.626535,139.71691,区立保育園
西五反田第二保育園,,教育・子どもの施設,03-3493-7288,141-0031,東京都品川区西五反田6-5-6,35.622133,139.71636,区立保育園
西品川保育園,Nishi-shinagawa Nursery Sch.,教育・子どもの施設,03-3493-1333,141-0033,東京都品川区西品川3-16-35,35.615045,139.72617,区立保育園
西中延保育園,Nishi-nakanobu Nursery Sch.,教育・子どもの施設,03-3783-1856,142-0054,東京都品川区西中延3-8-5,35.607334,139.70815,区立保育園
旗の台保育園,Authorized Child-care Facility Hatanodai Nursery Sch.,教育・子どもの施設,03-3784-1903,142-0064,東京都品川区旗の台5-19-5,35.603756,139.70045,区立保育園
東大井保育園,Higashi-oi Nursery Sch.,教育・子どもの施設,03-3471-1190,140-0011,東京都品川区東大井1-22-16,35.603483,139.74137,区立保育園
東五反田保育園,Higashi-gotanda Nursery Sch.,教育・子どもの施設,03-3447-0663,141-0022,東京都品川区東五反田5-24-1,35.628013,139.72339,区立保育園
東品川保育園,Higashi-shinagawa Nursery Sch.,教育・子どもの施設,03-3472-5805,140-0002,東京都品川区東品川1-34-9,35.619128,139.74604,区立保育園
東中延保育園,Higashi-nakanobu Nursery Sch.,教育・子どもの施設,03-3785-0418,142-0052,東京都品川区東中延2-5-10,35.607806,139.71381,区立保育園
平塚保育園,Hiratsuka Nursery Sch.,教育・子どもの施設,03-3785-6770,142-0051,東京都品川区平塚2-2-3,35.618791,139.71741,区立保育園
冨士見台保育園,Fujimidai Nursery Sch.,教育・子どもの施設,03-3785-7833,140-0015,東京都品川区西大井6-1-15,35.600993,139.71427,区立保育園
二葉保育園,Futaba Nursery Sch.,教育・子どもの施設,03-3782-6786,142-0043,東京都品川区二葉1-4-25,35.608023,139.72676,区立保育園
二葉つぼみ保育園,Futaba-tsubomi-en Nursery Sch.(Fataba-sukoyaka-en),教育・子どもの施設,03-3785-3423,142-0043,東京都品川区二葉1-3-40,35.607287,139.72569,区立保育園
南大井保育園,Minami-oi Nursery Sch.,教育・子どもの施設,03-3761-6543,140-0013,東京都品川区南大井3-7-4,35.591614,139.73437,区立保育園
三ッ木保育園,Mitsugi Nursery Sch.,教育・子どもの施設,03-3491-8593,141-0033,東京都品川区西品川1-9-18,35.613115,139.7297,区立保育園
南ゆたか保育園,Minami-yutaka Nursery Sch.,教育・子どもの施設,03-3781-3601,142-0042,東京都品川区豊町4-17-21,35.606479,139.72091,区立保育園
八潮北保育園,Yashio-kita Nursery Sch.,教育・子どもの施設,03-3799-0531,140-0003,東京都品川区八潮5-1-3,35.604769,139.75323,区立保育園
八潮西保育園,Yashio-nishi Nursery Sch.,教育・子どもの施設,03-3799-0777,140-0003,東京都品川区八潮5-4-16,35.601633,139.75131,区立保育園
八潮南保育園,Yashio-minami Nursery Sch.,教育・子どもの施設,03-3799-2424,140-0003,東京都品川区八潮5-8-41,35.596614,139.75213,区立保育園
八ッ山保育園,Yatsuyama Nursery Sch.,教育・子どもの施設,03-3472-4661,140-0002,東京都品川区東品川1-2-15,35.622986,139.74356,区立保育園
ゆたか保育園,Yutaka Nursery Sch.,教育・子どもの施設,03-3786-0738,142-0042,東京都品川区豊町1-18-15,35.611534,139.72271,区立保育園
台場保育園,Daiba Nursery Sch.(Nobbiko-en Daiba),教育・子どもの施設,03-3472-8823,140-0002,東京都品川区東品川1-8-30,35.621383,139.74318,区立保育園
荏原西第二保育園,,教育・子どもの施設,03-3781-8917,142-0063,東京都品川区荏原4-5-22,35.61503,139.70769,区立保育園
ひろまち保育園,,教育・子どもの施設,0797- 23- 9610,140-0005,東京都品川区広町2-1-18,35.608265,139.73336,公設民営保育園
ぷりすくーる西五反田,Preschool Nishi-Gotanda,教育・子どもの施設,03-5759-8081,141-0031,東京都品川区西五反田3-9-9,35.626751,139.71714,公設民営保育園
あいのもり保育園,,教育・子どもの施設,03-3772-7571,140-0014,東京都品川区大井1-16-2,35.607637,139.73015,私立保育園
アスク南大井保育園,,教育・子どもの施設,03-5767-9700,140-0013,東京都品川区南大井6-22-7,35.589273,139.73215,私立保育園
アンジェリカはまかわ保育園,,教育・子どもの施設,03-6404-8447,140-0011,東京都品川区東大井3-18-2,35.600622,139.73851,私立保育園
アンジェリカ東品川保育園,,教育・子どもの施設,03-6433-3065,140-0002,東京都品川区東品川4-8-8,35.60944,139.74585,私立保育園
石井保育園,Ishii Nursery Sch.,教育・子どもの施設,03-3781-3666,142-0062,東京都品川区小山2-6-15,35.620841,139.70716,私立保育園
ウィズブック保育園武蔵小山,,教育・子どもの施設,03-6438-9544,142-0062,東京都品川区小山4-4-7,35.618524,139.70432,私立保育園
大井町のぞみ保育園,,教育・子どもの施設,03-5751-2031,142-0043,東京都品川区二葉1-12-18,35.606799,139.72683,私立保育園
キッズタウンにしおおい,,教育・子どもの施設,03-5718-1332,140-0015,東京都品川区西大井2-5-21,35.599255,139.72186,私立保育園
大空と大地のなーさりぃ大森駅前園,,教育・子どもの施設,028-638-7010,140-0013,東京都品川区南大井6-16-16,35.590948,139.73021,私立保育園
きたしながわさくらさくほいくえん,,教育・子どもの施設,03-3562-7839,140-0001,東京都品川区北品川1-28-10,35.620264,139.74145,私立保育園
キッズガーデン品川上大崎,,教育・子どもの施設,03-6431-9273,141-0021,東京都品川区上大崎4-5-37,35.628976,139.71534,私立保育園
キッズタウンにしおおい,,教育・子どもの施設,03-5718-1332,140-0015,東京都品川区西大井2-5-21,35.599255,139.72187,私立保育園
くりのき保育園,,教育・子どもの施設,03-6433-1358,140-0004,東京都品川区南品川4-1-11,35.614587,139.7382,私立保育園
グローバルキッズ荏原町,,教育・子どもの施設,03-3788-0404,142-0053,東京都品川区中延5-2-1,35.603762,139.7074,私立保育園
グローバルキッズ大崎園,,教育・子どもの施設,03-5423-5655,141-0001,東京都品川区北品川5-9-15,35.618792,139.73438,私立保育園
グローバルキッズ戸越園,,教育・子どもの施設,03-3786-0808,142-0041,東京都品川区戸越5-14-23,35.610473,139.71534,私立保育園
グローバルキッズ中延園,,教育・子どもの施設,03-3788-1525,142-0053,東京都品川区中延4-5-7,35.605568,139.71262,私立保育園
グローバルキッズ西大井園,,教育・子どもの施設,03-5742-8525,140-0015,東京都品川区西大井6-6-2,35.601243,139.71937,私立保育園
ココファン・ナーサリー大崎,,教育・子どもの施設,03-5436-8231,141-0032,東京都品川区大崎3-6-32,35.62044,139.72658,私立保育園
太陽の子南品川保育園,,教育・子どもの施設,03-5715-7707,140-0004,東京都品川区南品川5-3-10,35.611635,139.74167,私立保育園
宝保育園,Takara Nursery Sch.,教育・子どもの施設,03-3492-3872,141-0031,東京都品川区西五反田4-11-18,35.626626,139.71052,私立保育園
TKチルドレンズファーム上大崎校,,教育・子どもの施設,03-5422-9798,141-0021,東京都品川区上大崎3-14-35山手ビル1階,35.629373,139.71975,私立保育園
とうかいどう保育園,,教育・子どもの施設,03-5479-2201,140-0004,東京都品川区南品川1-2-11,35.616201,139.74327,私立保育園
とごしの杜保育園,,教育・子どもの施設,03-5479-2201,142-0051,東京都品川区平塚2-18-19,35.615458,139.71332,私立保育園
どんぐり保育園,Donguri Nursery Sch.,教育・子どもの施設,03-3471-1673,140-0004,東京都品川区南品川2-9-13,35.614123,139.74311,私立保育園
にじいろ保育園大崎,,教育・子どもの施設,03-6417-0486,141-0032,東京都品川区大崎5-4-3,35.623108,139.72532,私立保育園
日本音楽学校保育園,,教育・子どもの施設,03-5702-0034,142-0042,東京都品川区豊町2-16-12,35.610151,139.725,私立保育園
東戸越保育園,Higashi-togoshi Nursery Sch.,教育・子どもの施設,03-3781-5363,142-0041,東京都品川区戸越4-1-10,35.612264,139.71782,私立保育園
ベネッセ大崎広小路保育園,,教育・子どもの施設,03-5719-3893,141-0032,東京都品川区大崎4-1-2,35.622605,139.72287,私立保育園
ほっぺるランド東五反田,,教育・子どもの施設,03-3568-8345,141-0022,東京都品川区東五反田1-2-25,35.627843,139.72718,私立保育園
ポピンズナーサリースクール勝島,,教育・子どもの施設,03-3447-2133,140-0012,東京都品川区勝島1-6-5,35.59677,139.74439,私立保育園
まなびの森保育園大崎広小路,,教育・子どもの施設,03-5434-1044,141-0031,東京都品川区西五反田1-21-8,35.622983,139.72328,私立保育園
みずなら保育園,,教育・子どもの施設,03-5781-3707,140-0002,東京都品川区東品川3-21-10,35.613332,139.74743,私立保育園
緑の家保育園,Midori-no-ie Nursery Sch.,教育・子どもの施設,03-3776-4073,140-0014,東京都品川区大井7-4-18,35.596336,139.72881,私立保育園
みどりの丘保育園,,教育・子どもの施設,03-6303-7091,140-0015,東京都品川区西大井4-19-11,35.593875,139.71915,私立保育園
八潮中央保育園,Yashio Chuo Nursery Sch.,教育・子どもの施設,03-3799-1152,140-0003,東京都品川区八潮5-10-60-101,35.59925,139.75131,私立保育園
学研こども園,,教育・子どもの施設,03-6431-1300,141-0031,東京都品川区西五反田2-11-8,35.627393,139.72026,保育所型認定こども園
ポピンズナーサリースクール西五反田,,教育・子どもの施設,03-5436-2181,141-0031,東京都品川区西五反田8-10-8,35.619627,139.7195,保育所型認定こども園
アートチャイルドケア目黒,,教育・子どもの施設,03-6408-0415,141-0021,東京都品川区上大崎2-10-33コミュニティースペース目黒3階,35.635386,139.71701,認証保育所
アスク不動前保育園,,教育・子どもの施設,03-5759-8015,141-0031,東京都品川区西五反田4-1-10アーバンハイム不動前1階,35.628068,139.71218,認証保育所
ウィズブック保育園天王洲,,教育・子どもの施設,03-6671-9396,140-0002,東京都品川区東品川2-5-5 ハーバーワンビル1階,35.621203,139.7494,認証保育所
うみのくに保育園とごし,,教育・子どもの施設,03-6426-2692,142-0041,東京都品川区戸越1-19-18エスト戸越2階,35.614764,139.7201,認証保育所
こぐま保育園,Koguma Nursery Sch.,教育・子どもの施設,03-3783-0880,142-0064,東京都品川区旗の台2-7-17,35.606334,139.7042,認証保育所
こっこる,Coccole,教育・子どもの施設,03-5740-6971,141-0031,東京都品川区西五反田2-10-8ドルミ五反田ドゥメゾン211,35.62701,139.72088,認証保育所
さくら大崎保育園,,教育・子どもの施設,03-5745-5500,141-0032,東京都品川区大崎2-9-4大崎ウエストシティタワーズ,35.616945,139.72757,認証保育所
しながわがくどうえん,Shinagawa Gakudo-en,教育・子どもの施設,03-3781-4871,142-0041,東京都品川区戸越1-21-14,35.6151,139.72154,認証保育所
小学館アカデミーアトレ大井町保育園,,教育・子どもの施設,03-5718-3301,140-0014,東京都品川区大井1-1-1アトレ大井町2　3階,35.607646,139.73457,認証保育所
小学館アカデミーおおさき駅前保育園,Shogakukan Academy Osaki-ekimae Nursery Sch.,教育・子どもの施設,03-5719-5595,141-0032,東京都品川区大崎1-2-3アートヴィレッジ大崎ビュータワー1階,35.622905,139.72678,認証保育所
小学館アカデミーむさしこやま保育園,,教育・子どもの施設,03-5749-3755,142-0062,東京都品川区小山3-27-5武蔵小山創業支援センター2・3階,35.619766,139.70334,認証保育所
太陽の子 東五反田保育園,,教育・子どもの施設,03-5956-3327,141-0022,東京都品川区東五反田1-6-3   1階,35.627193,139.7262,認証保育所
たんぽぽ保育所東大井園,,教育・子どもの施設,03-3765-2511,140-0011,東京都品川区東大井2-12-19Mkビル2階,35.602138,139.74004,認証保育所
TKチルドレンズファーム東大井校,,教育・子どもの施設,03- 5969-8992,140-0011,東京都品川区東大井3-18-13東大井MSビル3階,35.599491,139.7383,認証保育所
パレット保育園不動前,,教育・子どもの施設,03-5719-1149,141-0031,東京都品川区西五反田5-12-1不動前駅2階,35.625774,139.7136,認証保育所
東大井かがやき保育園,,教育・子どもの施設,03-6809-0294,140-0011,東京都品川区東大井2-13-13     季美東大井2階,35.601208,139.73965,認証保育所
ひよこの家保育園,Hiyoko-no-ie Nursery Sch.,教育・子どもの施設,03-5437-5536,141-0032,東京都品川区大崎4-6-3ファミネス・ハイツ第2,35.619608,139.7233,認証保育所
BunBu学院Jr戸越園,,教育・子どもの施設,03-6451-3655,142-0041,東京都品川区戸越5-4-3 アズ品川202,35.61072,139.71732,認証保育所
ポピンズナーサリースクール東五反田,,教育・子どもの施設,03-5475-2110,141-0022,東京都品川区東五反田2-10-1パークタワーグランスカイ2階,35.624349,139.72715,認証保育所
ポピンズナーサリースクール東品川,,教育・子どもの施設,03-5796-2103,140-0002,東京都品川区東品川4-12-12,35.607535,139.74869,認証保育所
めだか保育園,Medaka Nursery Sch.,教育・子どもの施設,03-3761-3477,140-0011,東京都品川区東大井3-22-2,35.600008,139.73593,認証保育所
ゆらりん東品川保育園,,教育・子どもの施設,03-6433-2822,140-0002,東京都品川区東品川3-7-10ATG Park 東品川1階,35.616187,139.7474,認証保育所
ルーチェ保育園南品川,,教育・子どもの施設,03-5460-5420,140-0004,東京都品川区南品川2-4-7アサミビル1階,35.61064,139.74251,認証保育所
品川学園,,教育・子どもの施設,03-3474-2671,140-0001,東京都品川区北品川3-9-30,35.61805,139.73798,区立小中一貫校
日野学園,Integrated E. & Jr. H. Sch. Hino-gakuen,教育・子どもの施設,03-3441-3209,141-0022,東京都品川区東五反田2-11-1,35.624505,139.72817,区立小中一貫校
伊藤学園,Integrated E. & Jr. H. Sch. Ito-gakuen,教育・子どもの施設,03-3771-3374,140-0014,東京都品川区大井5-1-37,35.600152,139.7261,区立小中一貫校
荏原平塚学園,,教育・子どもの施設,03-3782-7770,142-0051,東京都品川区平塚3-16-26,35.615325,139.7101,区立小中一貫校
八潮学園,Integrated E. & Jr. H. Sch. Yashio-gakuen,教育・子どもの施設,03-3799-1641,140-0003,東京都品川区八潮5-11-2,35.601392,139.75253,区立小中一貫校
豊葉の杜学園,,教育・子どもの施設,03-3782-2930,142-0043,東京都品川区二葉1-3-40,35.607287,139.72569,区立小中一貫校
城南小学校,Jonan E. Sch.,教育・子どもの施設,03-3471-7919,140-0004,東京都品川区南品川2-8-21,35.613329,139.74275,区立小学校
浅間台小学校,Asamadai E. Sch.,教育・子どもの施設,03-3474-2727,140-0004,東京都品川区南品川6-8-8,35.611484,139.73649,区立小学校
三木小学校,Mitsugi E. Sch.,教育・子どもの施設,03-3491-0404,141-0033,東京都品川区西品川3-16-28,35.615528,139.72686,区立小学校
御殿山小学校,Gotenyama E. Sch.,教育・子どもの施設,03-3441-0814,141-0001,東京都品川区北品川5-2-6,35.623133,139.73177,区立小学校
城南第二小学校,Jonan-dai-ni E. Sch.,教育・子どもの施設,03-3471-7481,140-0002,東京都品川区東品川3-4-5,35.615579,139.74599,区立小学校
第一日野小学校,Dai-ichi-hino E. Sch.,教育・子どもの施設,03-3492-6258,141-0031,東京都品川区西五反田6-5-32,35.622169,139.7161,区立小学校
芳水小学校,Hosui E. Sch.,教育・子どもの施設,03-3491-1555,141-0032,東京都品川区大崎3-12-22,35.619255,139.72472,区立小学校
第三日野小学校,Dai-san-hino E. Sch.,教育・子どもの施設,03-3441-6452,141-0021,東京都品川区上大崎1-19-19,35.632801,139.72382,区立小学校
第四日野小学校,Dai-yon-hino E. Sch.,教育・子どもの施設,03-3491-1281,141-0031,東京都品川区西五反田4-29-9,35.625804,139.71234,区立小学校
大井第一小学校,Oi-dai-ichi E. Sch.,教育・子どもの施設,03-3771-5240,140-0014,東京都品川区大井6-1-32,35.598722,139.73119,区立小学校
鮫浜小学校,Samehama E. Sch.,教育・子どもの施設,03-3765-2844,140-0011,東京都品川区東大井2-10-14,35.601716,139.74067,区立小学校
山中小学校,Yamanaka E. Sch.,教育・子どもの施設,03-3772-3006,140-0014,東京都品川区大井3-7-19,35.602788,139.72993,区立小学校
立会小学校,Tachiai E. Sch.,教育・子どもの施設,03-3474-3424,140-0011,東京都品川区東大井4-15-9,35.604469,139.74019,区立小学校
浜川小学校,Hamakawa E. Sch.,教育・子どもの施設,03-3761-0530,140-0013,東京都品川区南大井4-3-27,35.59828,139.7362,区立小学校
伊藤小学校,Ito E. Sch.,教育・子どもの施設,03-3771-5331,140-0015,東京都品川区西大井5-6-8,35.598755,139.71728,区立小学校
鈴ヶ森小学校,Suzugamori E. Sch.,教育・子どもの施設,03-3763-6631,140-0013,東京都品川区南大井4-16-2,35.594478,139.73524,区立小学校
台場小学校,Daiba E. Sch.,教育・子どもの施設,03-3471-3397,140-0002,東京都品川区東品川1-8-30,35.621383,139.74318,区立小学校
京陽小学校,Keiyo E. Sch.,教育・子どもの施設,03-3781-4775,142-0051,東京都品川区平塚2-19-20,35.615117,139.71308,区立小学校
延山小学校,Enzan E. Sch.,教育・子どもの施設,03-3781-3806,142-0054,東京都品川区西中延2-17-5,35.609012,139.70808,区立小学校
中延小学校,Nakanobu E. Sch.,教育・子どもの施設,03-3781-4016,142-0053,東京都品川区中延1-11-15,35.612567,139.7095,区立小学校
小山小学校,Koyama E. Sch.,教育・子どもの施設,03-3781-0044,142-0062,東京都品川区小山5-10-6,35.616002,139.70325,区立小学校
大原小学校,Ohara E. Sch.,教育・子どもの施設,03-3781-4487,142-0041,東京都品川区戸越6-17-3,35.607323,139.716,区立小学校
宮前小学校,Miyamae E. Sch.,教育・子どもの施設,03-3781-4386,142-0041,東京都品川区戸越4-5-10,35.611878,139.71833,区立小学校
源氏前小学校,Genjimae E. Sch.,教育・子どもの施設,03-3781-4348,142-0053,東京都品川区中延6-2-18,35.603448,139.71168,区立小学校
第二延山小学校,Dai-ni-enzan E. Sch.,教育・子どもの施設,03-3781-1348,142-0064,東京都品川区旗の台1-6-1,35.61012,139.70361,区立小学校
後地小学校,Usiroji E. Sch.,教育・子どもの施設,03-3781-0890,142-0062,東京都品川区小山2-4-6,35.621568,139.70857,区立小学校
戸越小学校,Togoshi E. Sch.,教育・子どもの施設,03-3781-2856,142-0042,東京都品川区豊町2-1-20,35.610762,139.72097,区立小学校
旗台小学校,Hatanodai E. Sch.,教育・子どもの施設,03-3785-1687,142-0064,東京都品川区旗の台4-7-11,35.603354,139.70419,区立小学校
上神明小学校,Kami-shinmei E. Sch.,教育・子どもの施設,03-3781-4792,142-0043,東京都品川区二葉4-4-10,35.602921,139.71575,区立小学校
清水台小学校,Shimizudai E. Sch.,教育・子どもの施設,03-3781-4841,142-0064,東京都品川区旗の台1-11-17,35.60742,139.70233,区立小学校
小山台小学校,Koyamadai E. Sch.,教育・子どもの施設,03-3712-7587,142-0061,東京都品川区小山台1-18-24,35.622793,139.70347,区立小学校
東海中学校,Tokai Jr. H. Sch.,教育・子どもの施設,03-3471-6951,140-0002,東京都品川区東品川3-30-15,35.612621,139.74897,区立中学校
大崎中学校,Osaki Jr. H. Sch.,教育・子どもの施設,03-3491-6623,141-0033,東京都品川区西品川3-10-6,35.615836,139.72301,区立中学校
浜川中学校,Hamakawa Jr. H. Sch.,教育・子どもの施設,03-3761-1014,140-0011,東京都品川区東大井3-18-34,35.6002,139.73794,区立中学校
鈴ヶ森中学校,Suzugamori Jr. H. Sch.,教育・子どもの施設,03-3765-2849,140-0013,東京都品川区南大井2-3-14,35.593149,139.73778,区立中学校
冨士見台中学校,Fujimidai Jr. H. Sch.,教育・子どもの施設,03-3772-0900,140-0015,東京都品川区西大井5-5-14,35.598555,139.71526,区立中学校
荏原第一中学校,Ebara-dai-ichi Jr. H. Sch.,教育・子どもの施設,03-3785-1680,142-0063,東京都品川区荏原1-24-30,35.619447,139.71287,区立中学校
荏原第五中学校,Ebara-dai-go Jr. H. Sch.,教育・子どもの施設,03-3781-5643,142-0064,東京都品川区旗の台5-11-13,35.603157,139.7021,区立中学校
荏原第六中学校,Ebara-dai-roku Jr. H. Sch.,教育・子どもの施設,03-3781-7776,142-0062,東京都品川区小山5-20-19,35.616363,139.69988,区立中学校
戸越台中学校,Togoshidai Jr. H. Sch.,教育・子どもの施設,03-3781-6250,142-0041,東京都品川区戸越1-15-23,35.615706,139.71759,区立中学校
大崎高等学校,Osaki Sr. H. Sch.,教育・子どもの施設,03-3786-3355,142-0042,東京都品川区豊町2-1-7,35.609509,139.72129,都立高等学校ほか
小山台高等学校,Koyamadai Sr. H. Sch.,教育・子どもの施設,03-3714-8155,142-0062,東京都品川区小山3-3-32,35.621149,139.70369,都立高等学校ほか
八潮高等学校,Yashio Sr. H. Sch.,教育・子どもの施設,03-3471-7384,140-0002,東京都品川区東品川3-27-22,35.611851,139.74661,都立高等学校ほか
都立産業技術高等専門学校,Tokyo Metropolitan Coll. of Industrial Technology,教育・子どもの施設,03-3471-6331,140-0011,東京都品川区東大井1-10-40,35.606916,139.74897,都立高等学校ほか
杉野服飾大学,Sugino Fashion Coll.,教育・子どもの施設,03-3491-8151,141-0021,東京都品川区上大崎4-6-19,35.631587,139.71585,大学
星薬科大学,Hoshi Univ.,教育・子どもの施設,03-3786-1011,142-0063,東京都品川区荏原2-4-41,35.618949,139.71217,大学
立正大学,Rissho Univ.,教育・子どもの施設,03-3492-6616,141-0032,東京都品川区大崎4-2-16,35.620988,139.72356,大学
清泉女子大学,Seisen Univ.,教育・子どもの施設,03-3447-5551,141-0022,東京都品川区東五反田3-16-21,35.627682,139.72869,大学
昭和大学,Showa Univ.,教育・子どもの施設,03-3784-8000,142-0064,東京都品川区旗の台1-5-8,35.608495,139.7035,大学
産業技術大学院大学,Advanced In.st. of Industrial Technology,教育・子どもの施設,03-3472-7831,140-0011,東京都品川区東大井1-10-40,35.606916,139.74897,大学
日本高等洋裁学院,,教育・子どもの施設,03-3774-1151,140-0015,東京都品川区西大井1-6-13,35.602538,139.72628,各種学校
池見東京歯科衛生士専門学校,,教育・子どもの施設,03-3764-5411,140-0011,東京都品川区東大井3-5-6,35.603291,139.73914,専修学校
池見東京医療専門学校,,教育・子どもの施設,03-3764-5411,140-0011,東京都品川区東大井4-12-10,35.605655,139.73903,専修学校
荏原医師会立看護高等専修学校,Ebara-ishikai-ritu Special Senior School of Nursing,教育・子どもの施設,03-3786-0979,142-0053,東京都品川区中延1-7-12,35.61185,139.71247,専修学校
昭和大学医学部附属看護専門学校,,教育・子どもの施設,03-3784-8097,142-0064,東京都品川区旗の台1-5-8,35.608495,139.7035,専修学校
新東京歯科衛生士学校,,教育・子どもの施設,03-3763-2200,140-0013,東京都品川区南大井4-20-2,35.592956,139.7358,専修学校
新東京歯科技工士学校,,教育・子どもの施設,03-3763-2211,140-0013,東京都品川区南大井4-20-2,35.592956,139.7358,専修学校
東京健康科学専門学校,,教育・子どもの施設,03-3450-1711,140-0004,東京都品川区南品川6-10-5,35.609748,139.73619,専修学校
東京工科専門学校品川校,,教育・子どもの施設,03-5479-8811,140-0004,東京都品川区南品川3-7-12,35.606891,139.7449,専修学校
東京歯科技工専門学校,,教育・子どもの施設,03-3492-4221,141-0031,東京都品川区西五反田5-1-10,35.625943,139.71523,専修学校
東京聖星社会福祉専門学校,,教育・子どもの施設,03-3786-1751,142-0042,東京都品川区豊町2-16-12,35.610151,139.725,専修学校
東京マックス美容専門学校,,教育・子どもの施設,03-3774-1551,140-0014,東京都品川区大井1-48-11,35.605357,139.73297,専修学校
ドレスメーカー学院,,教育・子どもの施設,03-3491-8151,141-0021,東京都品川区上大崎4-6-19,35.631587,139.71585,専修学校
宮川文化服装専門学校,,教育・子どもの施設,03-3491-2333,141-0032,東京都品川区大崎4-5-20,35.619952,139.7224,専修学校
日本書道専門学校,,教育・子どもの施設,03-3490-2722,141-0021,東京都品川区上大崎2-19-6,35.637042,139.71454,専修学校
教育総合支援センター,,教育・子どもの施設,03-3490-2005,141-0031,東京都品川区西五反田6-5-1(教育文化会館4階),35.62246,139.71664,教育センター
マイスクール八潮,My School Yashio,教育・子どもの施設,03-3799-1221,140-0003,東京都品川区八潮5-2-1,35.603872,139.75311,教育センター
東品川児童センター,Higashi-shinagawa Childen's Ctr.,教育・子どもの施設,03-3472-5806,140-0002,東京都品川区東品川1-34-9,35.619128,139.74604,児童センター
